Year,Genre,NA_Sales,EU_Sales,JP_Sales,Global_Sales,Rank
2006,Racing,0.1,0.03,0,0.13,9488
2009,Sports,0.12,0,0,0.13,9489
2010,Strategy,0.08,0.04,0,0.13,9490
2010,Action,0.09,0.02,0,0.13,9491
2002,Racing,0.06,0.05,0,0.13,9492
2009,Adventure,0.12,0,0,0.13,9493
2008,Platform,0.04,0.03,0.04,0.13,9494
1997,Shooter,0,0,0.13,0.13,9495
2011,Racing,0.09,0.03,0,0.13,9496
1981,Sports,0.12,0.01,0,0.13,9497
2005,Simulation,0.1,0.03,0,0.13,9498
2007,Misc,0.12,0,0,0.13,9499
2002,Action,0.1,0.03,0,0.13,9500
2003,Strategy,0.1,0.03,0,0.13,9501
2006,Sports,0.1,0.03,0,0.13,9502
2003,Action,0.1,0.03,0,0.13,9503
2013,Sports,0.11,0,0,0.13,9504
2011,Sports,0.12,0,0,0.13,9505
2004,Racing,0.09,0.03,0,0.13,9506
2005,Platform,0.06,0.05,0,0.13,9507
2011,Action,0.07,0.05,0,0.13,9508
2003,Action,0.06,0.05,0,0.13,9509
1996,Fighting,0,0,0.13,0.13,9510
2003,Shooter,0.09,0.03,0,0.13,9511
1997,Misc,0,0,0.13,0.13,9512
2015,Adventure,0.03,0.08,0,0.13,9513
2006,Action,0.1,0.01,0,0.13,9514
2003,Racing,0.06,0.05,0,0.13,9515
2011,Fighting,0.03,0.02,0.07,0.13,9516
2010,Sports,0.12,0,0,0.13,9517
2002,Strategy,0.03,0.08,0,0.13,9518
2010,Simulation,0,0.13,0,0.13,9519
2008,Puzzle,0.12,0,0,0.13,9520
2006,Platform,0.12,0,0,0.13,9521
2011,Simulation,0.1,0.02,0,0.13,9522
2010,Misc,0,0,0.13,0.13,9523
N/A,Puzzle,0,0,0.13,0.13,9524
2010,Shooter,0.1,0.02,0,0.13,9525
2002,Action,0.08,0.02,0.03,0.13,9526
2009,Misc,0.12,0,0,0.13,9527
2008,Shooter,0.12,0,0,0.13,9528
2003,Shooter,0.06,0.05,0,0.13,9529
2006,Platform,0.09,0.03,0,0.13,9530
2007,Puzzle,0.12,0,0,0.13,9531
2010,Misc,0.12,0,0,0.13,9532
2006,Action,0.11,0.01,0,0.13,9533
2010,Role-Playing,0,0,0.13,0.13,9534
2008,Misc,0.06,0.05,0,0.13,9535
2011,Puzzle,0,0,0.13,0.13,9536
2007,Shooter,0.1,0.01,0,0.13,9537
1995,Sports,0,0,0.12,0.13,9538
2007,Sports,0.06,0.05,0,0.13,9539
2016,Action,0,0,0.13,0.13,9540
2010,Role-Playing,0,0,0.13,0.13,9541
2011,Action,0.09,0.03,0,0.13,9542
2004,Role-Playing,0.06,0.05,0,0.13,9543
2007,Puzzle,0.1,0.01,0,0.13,9544
2008,Sports,0.12,0,0,0.13,9545
2011,Misc,0.08,0.04,0,0.13,9546
2005,Misc,0,0,0.13,0.13,9547
1995,Role-Playing,0,0,0.13,0.13,9548
2010,Action,0,0.1,0,0.13,9549
2004,Platform,0.09,0.03,0,0.13,9550
2010,Role-Playing,0.07,0.04,0,0.13,9551
2004,Action,0.1,0.03,0,0.13,9552
2001,Racing,0.06,0.05,0,0.13,9553
2003,Sports,0.1,0.03,0,0.13,9554
2010,Action,0.11,0.01,0,0.13,9555
2008,Action,0.07,0.04,0,0.13,9556
2000,Racing,0,0,0.13,0.13,9557
2013,Shooter,0.08,0.04,0,0.13,9558
2008,Sports,0.12,0,0,0.13,9559
2002,Fighting,0.1,0.03,0,0.13,9560
2008,Puzzle,0.1,0.02,0,0.13,9561
2010,Action,0.11,0.01,0,0.13,9562
1992,Shooter,0,0,0.13,0.13,9563
2003,Sports,0.1,0.03,0,0.13,9564
2010,Action,0,0,0.13,0.13,9565
2007,Role-Playing,0,0,0.13,0.13,9566
2008,Shooter,0.11,0,0,0.13,9567
2001,Platform,0.06,0.05,0,0.13,9568
2004,Misc,0.09,0.03,0,0.13,9569
2015,Sports,0.04,0.08,0,0.13,9570
2015,Action,0.08,0.03,0,0.13,9571
2008,Action,0.06,0.05,0,0.13,9572
2005,Platform,0.06,0.05,0,0.13,9573
2007,Racing,0.11,0.01,0,0.13,9574
1998,Action,0.07,0.05,0,0.13,9575
2011,Action,0,0,0.13,0.13,9576
2005,Action,0.1,0.03,0,0.13,9577
2015,Action,0.02,0.05,0.04,0.13,9578
2008,Misc,0.11,0,0,0.13,9579
2001,Simulation,0.06,0.05,0,0.13,9580
2002,Platform,0.1,0.03,0,0.13,9581
2003,Shooter,0.1,0.03,0,0.13,9582
2015,Action,0,0,0.13,0.13,9583
2006,Action,0.11,0.01,0,0.13,9584
2004,Misc,0.1,0.03,0,0.13,9585
2005,Action,0.1,0.03,0,0.13,9586
1999,Sports,0.07,0.05,0,0.13,9587
2006,Sports,0.06,0.05,0,0.13,9588
2002,Strategy,0,0,0.13,0.13,9589
2002,Sports,0,0,0.12,0.13,9590
2008,Sports,0.12,0,0,0.13,9591
2002,Misc,0.1,0.03,0,0.13,9592
2013,Action,0.05,0.07,0,0.13,9593
2011,Action,0.09,0.03,0,0.13,9594
2004,Racing,0.09,0.03,0,0.13,9595
2011,Misc,0.12,0,0,0.13,9596
2001,Puzzle,0.09,0.03,0,0.13,9597
2008,Simulation,0.09,0.02,0.01,0.13,9598
2008,Adventure,0.11,0.01,0,0.13,9599
2011,Sports,0.12,0,0,0.13,9600
2008,Racing,0.06,0.05,0,0.13,9601
2009,Action,0.09,0.03,0,0.13,9602
2005,Racing,0.06,0.05,0,0.13,9603
2009,Simulation,0.1,0.01,0,0.13,9604
2011,Misc,0.07,0.05,0,0.13,9605
2011,Misc,0.1,0.01,0,0.13,9606
1995,Sports,0.07,0.05,0,0.13,9607
1996,Simulation,0.07,0.05,0,0.13,9608
2013,Sports,0,0,0.13,0.13,9609
2008,Adventure,0,0,0.13,0.13,9610
2002,Sports,0.09,0.03,0,0.13,9611
2001,Adventure,0.07,0.05,0,0.13,9612
2002,Racing,0.06,0.05,0,0.13,9613
2002,Fighting,0.1,0.03,0,0.13,9614
2007,Platform,0.12,0,0,0.13,9615
2011,Adventure,0.07,0.04,0,0.13,9616
2010,Sports,0.12,0,0,0.13,9617
2008,Platform,0.07,0.04,0,0.13,9618
2013,Role-Playing,0,0,0.13,0.13,9619
1997,Role-Playing,0,0,0.13,0.13,9620
1998,Platform,0.07,0.05,0,0.13,9621
2009,Platform,0.11,0,0,0.13,9622
2002,Racing,0.09,0.03,0,0.13,9623
2008,Puzzle,0.11,0.01,0,0.13,9624
2011,Racing,0.08,0.03,0,0.13,9625
2009,Action,0.12,0,0,0.13,9626
2007,Role-Playing,0.05,0.04,0.02,0.13,9627
2008,Misc,0.12,0,0,0.13,9628
2013,Action,0,0,0.13,0.13,9629
2008,Sports,0.11,0,0,0.13,9630
2013,Strategy,0,0,0.13,0.13,9631
2011,Action,0.12,0,0,0.13,9632
2006,Sports,0.09,0.03,0,0.13,9633
2014,Adventure,0,0,0.13,0.13,9634
2011,Misc,0.12,0,0,0.13,9635
2005,Racing,0.09,0.03,0,0.13,9636
2003,Shooter,0.1,0.03,0,0.13,9637
2009,Strategy,0.03,0.08,0,0.13,9638
2014,Role-Playing,0.04,0.01,0.06,0.13,9639
2014,Action,0.04,0.05,0.01,0.13,9640
2006,Misc,0.1,0.03,0,0.13,9641
1995,Shooter,0,0,0.13,0.13,9642
2008,Action,0.09,0.03,0,0.13,9643
2010,Role-Playing,0,0,0.13,0.13,9644
2002,Racing,0.09,0.03,0,0.13,9645
2004,Sports,0.06,0.05,0,0.13,9646
2009,Shooter,0.1,0.01,0,0.13,9647
2016,Shooter,0.08,0.04,0,0.13,9648
2002,Fighting,0.09,0.03,0,0.13,9649
2010,Sports,0,0,0.13,0.13,9650
2003,Shooter,0.09,0.03,0,0.13,9651
2009,Shooter,0.12,0,0,0.13,9652
2008,Role-Playing,0.1,0,0.01,0.13,9653
2011,Shooter,0.07,0.04,0,0.13,9654
2011,Fighting,0.06,0.04,0,0.13,9655
2002,Sports,0,0,0.12,0.13,9656
2007,Shooter,0.11,0,0,0.13,9657
1997,Sports,0.07,0.05,0,0.13,9658
2007,Simulation,0.09,0.02,0,0.13,9659
2003,Racing,0.09,0.03,0,0.12,9660
1997,Platform,0,0,0.12,0.12,9661
2012,Role-Playing,0,0,0.12,0.12,9662
2008,Action,0.11,0.01,0,0.12,9663
2000,Sports,0.07,0.05,0,0.12,9664
2009,Adventure,0.07,0.04,0,0.12,9665
2012,Action,0.07,0.04,0,0.12,9666
2001,Platform,0.09,0.03,0,0.12,9667
1998,Sports,0,0,0.12,0.12,9668
N/A,Simulation,0.12,0,0,0.12,9669
2009,Platform,0.11,0,0,0.12,9670
1995,Racing,0,0,0.12,0.12,9671
2006,Sports,0.11,0,0,0.12,9672
2006,Action,0,0,0.12,0.12,9673
2001,Fighting,0,0,0.12,0.12,9674
1996,Fighting,0.07,0.05,0,0.12,9675
2008,Racing,0.11,0.01,0,0.12,9676
2010,Misc,0.1,0.01,0,0.12,9677
2012,Action,0.06,0.05,0,0.12,9678
2004,Role-Playing,0.1,0.02,0,0.12,9679
2007,Puzzle,0.11,0,0,0.12,9680
2011,Sports,0,0.1,0,0.12,9681
2016,Action,0.03,0.07,0,0.12,9682
2003,Strategy,0.06,0.05,0,0.12,9683
1997,Adventure,0,0,0.12,0.12,9684
2012,Action,0,0,0.12,0.12,9685
2007,Action,0.11,0,0,0.12,9686
2007,Strategy,0.11,0.01,0,0.12,9687
2006,Simulation,0,0,0.12,0.12,9688
1998,Shooter,0.07,0.05,0,0.12,9689
2006,Simulation,0,0,0.12,0.12,9690
2008,Action,0.12,0,0,0.12,9691
2002,Action,0.09,0.03,0,0.12,9692
2011,Action,0,0.1,0,0.12,9693
N/A,Racing,0,0.1,0,0.12,9694
1996,Fighting,0,0,0.12,0.12,9695
2011,Shooter,0.09,0.02,0,0.12,9696
2002,Adventure,0.06,0.05,0,0.12,9697
2006,Action,0,0,0.12,0.12,9698
2009,Puzzle,0.11,0,0,0.12,9699
1999,Fighting,0,0,0.12,0.12,9700
2004,Racing,0.1,0.02,0,0.12,9701
2016,Shooter,0.05,0.07,0,0.12,9702
2008,Misc,0,0,0.12,0.12,9703
2001,Fighting,0.06,0.05,0,0.12,9704
2010,Sports,0.12,0,0,0.12,9705
2013,Action,0,0,0.12,0.12,9706
2002,Sports,0.09,0.03,0,0.12,9707
2002,Platform,0.06,0.05,0,0.12,9708
2010,Role-Playing,0,0,0.12,0.12,9709
2009,Misc,0.12,0,0,0.12,9710
1998,Adventure,0.03,0.02,0.07,0.12,9711
2009,Puzzle,0.12,0,0,0.12,9712
2016,Sports,0.03,0.09,0,0.12,9713
2006,Role-Playing,0,0,0.12,0.12,9714
2013,Action,0.05,0.07,0,0.12,9715
2010,Action,0.05,0.01,0.05,0.12,9716
2000,Simulation,0.07,0.05,0,0.12,9717
1997,Strategy,0.07,0.05,0,0.12,9718
1994,Fighting,0,0,0.12,0.12,9719
2008,Adventure,0,0,0.12,0.12,9720
2010,Puzzle,0.11,0,0,0.12,9721
2011,Action,0,0,0.12,0.12,9722
2008,Fighting,0.04,0.03,0.03,0.12,9723
2008,Action,0.11,0,0,0.12,9724
2007,Puzzle,0.06,0.05,0,0.12,9725
2013,Strategy,0.05,0.04,0,0.12,9726
1998,Role-Playing,0.07,0.05,0,0.12,9727
2009,Action,0.05,0.01,0.06,0.12,9728
2015,Action,0,0.05,0.06,0.12,9729
2004,Platform,0.09,0.03,0,0.12,9730
2003,Racing,0.06,0.05,0,0.12,9731
2005,Role-Playing,0.06,0.05,0,0.12,9732
2006,Platform,0.09,0.02,0,0.12,9733
2008,Racing,0.11,0,0,0.12,9734
1998,Puzzle,0.07,0.05,0,0.12,9735
2014,Misc,0,0,0.12,0.12,9736
2014,Fighting,0,0.04,0.06,0.12,9737
2006,Role-Playing,0,0,0.12,0.12,9738
2012,Role-Playing,0,0,0.12,0.12,9739
1997,Adventure,0.07,0.05,0,0.12,9740
2005,Sports,0.11,0,0,0.12,9741
2009,Adventure,0.11,0.01,0,0.12,9742
2013,Shooter,0.06,0.04,0,0.12,9743
N/A,Strategy,0.09,0,0.03,0.12,9744
2005,Role-Playing,0.11,0,0,0.12,9745
2005,Puzzle,0.11,0,0,0.12,9746
2007,Fighting,0.11,0.01,0,0.12,9747
2014,Racing,0.04,0.06,0,0.12,9748
2011,Racing,0.1,0.01,0,0.12,9749
2008,Sports,0.11,0,0,0.12,9750
N/A,Strategy,0,0,0.12,0.12,9751
2007,Shooter,0,0,0.12,0.12,9752
1996,Strategy,0,0,0.12,0.12,9753
2009,Puzzle,0.11,0,0,0.12,9754
2010,Action,0.1,0.02,0,0.12,9755
2015,Sports,0.02,0.09,0,0.12,9756
2003,Shooter,0.09,0.03,0,0.12,9757
1996,Role-Playing,0,0,0.12,0.12,9758
2008,Misc,0.06,0.05,0,0.12,9759
2003,Platform,0.09,0.03,0,0.12,9760
2011,Shooter,0.05,0.06,0,0.12,9761
2011,Action,0,0,0.12,0.12,9762
2010,Action,0.07,0.04,0,0.12,9763
2009,Action,0,0,0.12,0.12,9764
2006,Adventure,0.11,0,0,0.12,9765
2008,Racing,0.06,0.05,0,0.12,9766
1995,Misc,0,0,0.12,0.12,9767
2002,Racing,0.09,0.03,0,0.12,9768
2004,Adventure,0.06,0.05,0,0.12,9769
2014,Action,0,0,0.12,0.12,9770
N/A,Platform,0,0,0.12,0.12,9771
2006,Action,0.06,0.05,0,0.12,9772
2012,Platform,0.07,0.04,0,0.12,9773
2005,Adventure,0.06,0.05,0,0.12,9774
2007,Simulation,0.11,0,0,0.12,9775
2010,Role-Playing,0,0,0.12,0.12,9776
2009,Sports,0.11,0,0,0.12,9777
2009,Action,0.03,0.03,0.05,0.12,9778
2008,Shooter,0.1,0.01,0,0.12,9779
2013,Shooter,0.07,0.04,0.01,0.12,9780
2010,Strategy,0,0,0.12,0.12,9781
2015,Role-Playing,0,0.03,0.09,0.12,9782
2010,Action,0,0.07,0.03,0.12,9783
2010,Misc,0.1,0.01,0,0.12,9784
2009,Sports,0.11,0,0,0.12,9785
2011,Fighting,0.03,0.05,0.02,0.12,9786
2001,Racing,0.09,0.03,0,0.12,9787
2005,Puzzle,0.11,0,0,0.12,9788
2011,Adventure,0,0.1,0,0.12,9789
2003,Sports,0.09,0.03,0,0.12,9790
2008,Misc,0.11,0.01,0,0.12,9791
2009,Racing,0.06,0.04,0,0.12,9792
2007,Misc,0,0,0.12,0.12,9793
2008,Fighting,0.11,0,0,0.12,9794
2009,Role-Playing,0.08,0,0.03,0.12,9795
2004,Adventure,0.09,0.03,0,0.12,9796
2006,Racing,0.11,0,0,0.12,9797
1992,Adventure,0,0,0.12,0.12,9798
2014,Role-Playing,0.01,0,0.11,0.12,9799
2001,Platform,0.07,0.05,0,0.12,9800
2010,Puzzle,0.11,0,0,0.12,9801
1999,Simulation,0,0,0.12,0.12,9802
2013,Action,0.08,0.02,0.01,0.12,9803
2010,Platform,0.1,0,0.01,0.12,9804
2007,Action,0.11,0,0,0.12,9805
2003,Platform,0.09,0.02,0,0.12,9806
2011,Strategy,0,0,0.12,0.12,9807
2000,Sports,0,0,0.11,0.12,9808
2004,Fighting,0.09,0.03,0,0.12,9809
2011,Action,0,0,0.12,0.12,9810
2008,Misc,0.11,0,0,0.12,9811
2010,Simulation,0.11,0,0,0.12,9812
2016,Action,0,0,0.12,0.12,9813
2008,Simulation,0.11,0,0,0.12,9814
2010,Action,0.08,0.02,0,0.12,9815
2008,Misc,0.09,0.03,0,0.12,9816
N/A,Sports,0.09,0.02,0,0.12,9817
2000,Sports,0.11,0.01,0,0.12,9818
1999,Platform,0.1,0.02,0,0.12,9819
1999,Platform,0.1,0.02,0,0.12,9820
1999,Simulation,0,0,0.05,0.12,9821
N/A,Fighting,0.09,0.03,0,0.12,9822
N/A,Adventure,0.11,0,0,0.12,9823
2013,Role-Playing,0.09,0,0.03,0.12,9824
2007,Puzzle,0.11,0,0,0.12,9825
2002,Sports,0.06,0.05,0,0.12,9826
2008,Puzzle,0.1,0.01,0,0.12,9827
2008,Platform,0.06,0.05,0,0.12,9828
2008,Action,0.08,0.03,0,0.12,9829
2006,Role-Playing,0.09,0.02,0,0.12,9830
2008,Sports,0.11,0,0,0.12,9831
2011,Racing,0.11,0,0,0.12,9832
2005,Racing,0.09,0.03,0,0.12,9833
2006,Sports,0.11,0,0,0.12,9834
2009,Strategy,0.08,0.02,0,0.12,9835
2007,Racing,0.11,0,0,0.12,9836
2007,Action,0.08,0.02,0,0.12,9837
2011,Fighting,0,0,0.12,0.12,9838
2011,Role-Playing,0.07,0,0.04,0.12,9839
2009,Racing,0.11,0,0,0.12,9840
2013,Action,0,0,0.12,0.12,9841
N/A,Misc,0.06,0.04,0,0.12,9842
2000,Sports,0.07,0.05,0,0.12,9843
2001,Platform,0,0,0.12,0.12,9844
1996,Racing,0.07,0.05,0,0.12,9845
1994,Role-Playing,0,0,0.12,0.12,9846
2010,Strategy,0,0,0.12,0.12,9847
2003,Racing,0.06,0.05,0,0.12,9848
2008,Platform,0.06,0.05,0,0.12,9849
2005,Misc,0.09,0.03,0,0.12,9850
2004,Shooter,0,0,0.12,0.12,9851
2005,Misc,0.11,0,0,0.12,9852
2003,Action,0.06,0.05,0,0.12,9853
2010,Racing,0.08,0.02,0,0.12,9854
2010,Strategy,0.11,0,0,0.12,9855
2008,Strategy,0.1,0.01,0,0.12,9856
2003,Misc,0.09,0.03,0,0.12,9857
2001,Sports,0,0,0.12,0.12,9858
2008,Puzzle,0.1,0.01,0,0.12,9859
2006,Role-Playing,0.09,0,0.02,0.12,9860
2005,Adventure,0.06,0.05,0,0.12,9861
2011,Racing,0.08,0.03,0,0.12,9862
2010,Misc,0.11,0,0,0.12,9863
2005,Misc,0.09,0.03,0,0.12,9864
2006,Sports,0.09,0.03,0,0.12,9865
2009,Misc,0.11,0,0,0.12,9866
2001,Role-Playing,0,0,0.12,0.12,9867
2010,Sports,0.11,0,0,0.12,9868
2014,Role-Playing,0.03,0.05,0.02,0.12,9869
N/A,Sports,0.11,0,0,0.12,9870
2010,Misc,0.09,0.02,0,0.12,9871
2011,Sports,0.11,0,0,0.12,9872
2010,Shooter,0,0,0.12,0.12,9873
2005,Platform,0.08,0.03,0,0.12,9874
2003,Fighting,0.06,0.05,0,0.12,9875
2008,Sports,0.11,0,0,0.12,9876
2003,Sports,0.09,0.02,0,0.12,9877
1998,Platform,0.07,0.04,0,0.12,9878
2002,Sports,0.09,0.02,0,0.12,9879
2016,Action,0.03,0.07,0,0.12,9880
2010,Racing,0.11,0,0,0.12,9881
2011,Misc,0.11,0,0,0.12,9882
2005,Platform,0.09,0.03,0,0.12,9883
2010,Misc,0.11,0,0,0.12,9884
2013,Shooter,0.06,0.05,0,0.12,9885
2002,Racing,0.09,0.02,0,0.12,9886
2013,Action,0,0,0.12,0.12,9887
1996,Sports,0.07,0.04,0,0.12,9888
2005,Shooter,0.06,0.05,0,0.12,9889
2003,Sports,0.09,0.03,0,0.12,9890
2013,Shooter,0,0.1,0,0.12,9891
2014,Adventure,0.04,0.07,0,0.12,9892
2007,Misc,0.11,0,0,0.12,9893
2014,Fighting,0,0,0.12,0.12,9894
2011,Action,0.07,0.03,0,0.12,9895
2011,Sports,0.08,0.03,0,0.12,9896
2005,Strategy,0.1,0.01,0,0.12,9897
2011,Sports,0.08,0,0.03,0.12,9898
2007,Racing,0.1,0.01,0,0.12,9899
2016,Misc,0.01,0,0.1,0.12,9900
1994,Fighting,0,0,0.12,0.12,9901
2016,Action,0.02,0.06,0.01,0.12,9902
2002,Fighting,0.09,0.02,0,0.12,9903
2014,Simulation,0.02,0.08,0,0.12,9904
2011,Simulation,0,0,0.12,0.12,9905
2016,Role-Playing,0,0,0.12,0.12,9906
2015,Action,0.08,0.02,0.01,0.12,9907
2009,Puzzle,0.11,0,0,0.12,9908
2002,Sports,0,0,0.11,0.12,9909
2010,Shooter,0.08,0.03,0,0.12,9910
2016,Role-Playing,0,0,0.12,0.12,9911
2014,Sports,0,0,0.12,0.12,9912
2007,Adventure,0.06,0.04,0,0.12,9913
1998,Racing,0.07,0.04,0,0.12,9914
2008,Shooter,0.11,0,0,0.12,9915
2004,Fighting,0.09,0.03,0,0.12,9916
2010,Shooter,0.09,0.02,0,0.12,9917
2015,Sports,0.01,0.09,0,0.12,9918
2008,Puzzle,0.11,0,0,0.12,9919
2015,Action,0.02,0.03,0.05,0.12,9920
1994,Fighting,0,0,0.12,0.12,9921
2001,Strategy,0,0,0.11,0.12,9922
2011,Action,0.11,0,0,0.12,9923
2016,Adventure,0,0,0.12,0.12,9924
2008,Shooter,0.1,0,0.01,0.12,9925
2014,Action,0.02,0.02,0.06,0.12,9926
2013,Shooter,0.08,0.03,0,0.12,9927
2009,Misc,0.11,0,0,0.12,9928
2009,Simulation,0.11,0,0,0.12,9929
2011,Racing,0.06,0.03,0,0.12,9930
1993,Sports,0,0,0.12,0.12,9931
2005,Action,0.09,0.03,0,0.12,9932
2011,Action,0.08,0.03,0,0.12,9933
2000,Racing,0.07,0.04,0,0.12,9934
2002,Fighting,0,0,0.12,0.12,9935
2002,Shooter,0.08,0.03,0,0.12,9936
2009,Adventure,0.11,0,0,0.12,9937
2014,Misc,0,0,0.12,0.12,9938
2001,Adventure,0.06,0.04,0,0.12,9939
2003,Action,0.06,0.04,0,0.12,9940
2008,Sports,0.1,0.01,0,0.12,9941
2012,Racing,0.05,0.05,0,0.12,9942
2004,Adventure,0.09,0.03,0,0.12,9943
2010,Action,0.07,0.02,0,0.12,9944
2010,Action,0.06,0.05,0,0.12,9945
2014,Role-Playing,0.02,0.02,0.06,0.12,9946
2003,Action,0.09,0.03,0,0.12,9947
2010,Adventure,0,0.1,0,0.12,9948
1997,Puzzle,0,0,0.12,0.12,9949
2007,Role-Playing,0,0,0.12,0.12,9950
2005,Action,0.09,0.02,0,0.12,9951
2011,Sports,0,0,0.12,0.12,9952
2011,Misc,0.06,0.04,0,0.12,9953
2008,Puzzle,0.11,0,0,0.12,9954
2011,Action,0.07,0.03,0,0.12,9955
2009,Action,0.07,0.03,0,0.12,9956
2007,Puzzle,0.11,0,0,0.12,9957
2014,Role-Playing,0.06,0.01,0.02,0.12,9958
2015,Action,0.08,0.03,0,0.12,9959
1991,Shooter,0,0,0.12,0.12,9960
1996,Sports,0.06,0.04,0,0.12,9961
2007,Action,0.1,0.01,0,0.12,9962
2005,Adventure,0.09,0.02,0,0.12,9963
1998,Role-Playing,0,0,0.12,0.12,9964
1996,Sports,0.06,0.04,0,0.12,9965
1998,Role-Playing,0.06,0.04,0,0.12,9966
2011,Platform,0.09,0.02,0,0.12,9967
2001,Racing,0.09,0.02,0,0.12,9968
2014,Action,0.07,0.01,0,0.12,9969
2006,Action,0.09,0.02,0,0.12,9970
1998,Adventure,0,0,0.11,0.12,9971
2011,Role-Playing,0.07,0.03,0,0.12,9972
2013,Misc,0.09,0.01,0,0.12,9973
2013,Simulation,0,0,0.12,0.12,9974
2008,Action,0,0,0.12,0.12,9975
2008,Adventure,0.06,0.04,0,0.12,9976
2011,Misc,0.11,0,0,0.12,9977
2009,Simulation,0.07,0.03,0,0.12,9978
2007,Adventure,0,0,0.12,0.12,9979
1995,Strategy,0,0,0.11,0.12,9980
2007,Misc,0,0,0.12,0.12,9981
2007,Role-Playing,0,0,0.12,0.12,9982
N/A,Action,0.09,0.02,0,0.12,9983
2011,Sports,0.11,0,0,0.12,9984
2007,Action,0.1,0.01,0,0.12,9985
2009,Sports,0,0,0.12,0.12,9986
1994,Fighting,0,0,0.12,0.12,9987
2002,Sports,0.09,0.02,0,0.12,9988
2010,Puzzle,0.02,0.07,0,0.12,9989
2002,Shooter,0.09,0.02,0,0.12,9990
2015,Role-Playing,0,0.1,0,0.12,9991
2002,Racing,0.05,0.04,0.02,0.12,9992
2011,Misc,0.11,0,0,0.12,9993
2005,Sports,0.11,0,0,0.12,9994
2016,Action,0.02,0.07,0.01,0.12,9995
2003,Action,0.09,0.02,0,0.12,9996
2008,Shooter,0.11,0,0,0.12,9997
2001,Racing,0.08,0.03,0,0.11,9998
2008,Adventure,0.11,0,0,0.11,9999
2012,Action,0,0,0.11,0.11,10000
2000,Fighting,0,0,0.11,0.11,10001
2009,Role-Playing,0.08,0,0.03,0.11,10002
2010,Misc,0.11,0,0,0.11,10003
2004,Sports,0.09,0.02,0,0.11,10004
2002,Racing,0.09,0.02,0,0.11,10005
1995,Strategy,0,0,0.11,0.11,10006
2001,Strategy,0,0.09,0,0.11,10007
2008,Strategy,0.09,0.02,0,0.11,10008
2000,Racing,0.06,0.04,0,0.11,10009
2004,Shooter,0.09,0.02,0,0.11,10010
2003,Racing,0.06,0.04,0,0.11,10011
2006,Racing,0.06,0.04,0,0.11,10012
2008,Misc,0.11,0,0,0.11,10013
2011,Misc,0.08,0.02,0,0.11,10014
2005,Platform,0.09,0,0.02,0.11,10015
2010,Sports,0.11,0,0,0.11,10016
2008,Puzzle,0.1,0,0,0.11,10017
2005,Sports,0,0,0.11,0.11,10018
2006,Fighting,0,0,0.11,0.11,10019
2007,Role-Playing,0.05,0.04,0.02,0.11,10020
2002,Action,0.09,0.02,0,0.11,10021
2002,Role-Playing,0.08,0.03,0,0.11,10022
1998,Adventure,0,0,0.11,0.11,10023
2004,Action,0.08,0.03,0,0.11,10024
2012,Role-Playing,0,0,0.11,0.11,10025
2011,Misc,0.08,0.02,0,0.11,10026
2007,Action,0,0,0.11,0.11,10027
2002,Sports,0.08,0.03,0,0.11,10028
2006,Shooter,0.1,0.01,0,0.11,10029
2005,Role-Playing,0.06,0.04,0,0.11,10030
2015,Sports,0.08,0.02,0,0.11,10031
2008,Misc,0.11,0,0,0.11,10032
2009,Misc,0.11,0,0,0.11,10033
2009,Simulation,0.11,0,0,0.11,10034
2004,Shooter,0.09,0.02,0,0.11,10035
2007,Fighting,0.09,0.01,0,0.11,10036
2012,Sports,0,0,0.11,0.11,10037
1994,Fighting,0.06,0.04,0,0.11,10038
2006,Sports,0.09,0.02,0,0.11,10039
2016,Racing,0.03,0.08,0,0.11,10040
2010,Action,0,0,0.11,0.11,10041
2016,Sports,0,0.08,0.02,0.11,10042
2005,Misc,0.06,0.04,0,0.11,10043
2002,Shooter,0.08,0.03,0,0.11,10044
1999,Fighting,0.06,0.04,0,0.11,10045
2007,Shooter,0.1,0,0,0.11,10046
N/A,Strategy,0.06,0.04,0,0.11,10047
2005,Sports,0.1,0.01,0,0.11,10048
2016,Adventure,0.08,0.02,0,0.11,10049
2008,Sports,0.11,0,0,0.11,10050
2004,Sports,0.06,0.04,0,0.11,10051
2004,Action,0.08,0.02,0,0.11,10052
1998,Adventure,0,0,0.11,0.11,10053
2010,Action,0,0,0.11,0.11,10054
2014,Misc,0,0,0.11,0.11,10055
2003,Role-Playing,0.06,0.04,0,0.11,10056
2003,Misc,0.08,0.03,0,0.11,10057
2009,Strategy,0.11,0,0,0.11,10058
2014,Puzzle,0,0,0.11,0.11,10059
2013,Action,0,0.09,0,0.11,10060
2010,Role-Playing,0.06,0.04,0,0.11,10061
2007,Action,0.1,0,0,0.11,10062
2010,Misc,0.1,0,0,0.11,10063
2008,Misc,0.1,0,0,0.11,10064
2009,Sports,0.1,0,0,0.11,10065
2000,Strategy,0.06,0.04,0,0.11,10066
2005,Shooter,0.06,0.04,0,0.11,10067
1999,Sports,0.06,0.04,0,0.11,10068
2009,Adventure,0.11,0,0,0.11,10069
2010,Sports,0,0.09,0,0.11,10070
2005,Action,0.08,0.02,0,0.11,10071
2003,Action,0.08,0.02,0,0.11,10072
2004,Misc,0.1,0,0,0.11,10073
2014,Action,0,0.03,0.08,0.11,10074
2010,Action,0.08,0.02,0,0.11,10075
